PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 3
LED Wavelength: LED Red
PPG Channel: 2
DAC Value: 20 Voltage: 0.10V
PGA Gain Setting: 4
LED Wavelength: LED Red

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 253141 at 12-35-48.220 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
856,23958,27333,35,3
857,23964,27314,36,1
858,23959,27308,35,0
859,23964,27297,36,0
860,23961,27294,35,0
861,23965,27285,37,0
862,23960,27282,36,0
863,23963,27280,37,1
864,23963,27270,37,0
865,23967,27267,36,0
866,23967,27256,34,0
867,23963,27253,36,0
868,23969,27251,37,0
869,23976,27239,35,0
870,23969,27238,36,2
871,23976,27241,34,3
872,23982,27235,34,2
873,23973,27243,35,0
874,23978,27259,35,0
875,23974,27293,35,0
876,23970,27326,36,1
877,23965,27371,34,0
878,23965,27412,36,2
879,23965,27463,36,1
880,23971,27494,37,0
881,23966,27527,36,0
882,23970,27531,37,1
883,23963,27534,36,1
884,23959,27532,37,0
885,23964,27519,35,0
886,23965,27500,34,0
887,23965,27485,35,1
888,23961,27462,36,0
889,23960,27447,37,0
890,23961,27422,36,0
891,23953,27406,36,0
892,23956,27389,34,0
893,23959,27368,38,0
894,23961,27349,36,0
895,23961,27329,37,0
896,23961,27316,37,0
897,23960,27305,37,0
898,23961,27296,35,0
899,23960,27287,36,1
900,23957,27286,35,1
901,23958,27278,35,0
902,23953,27287,34,1
903,23954,27291,36,0
904,23954,27300,37,0
905,23962,27302,35,0
906,23959,27315,38,2
907,23962,27317,34,1
908,23961,27317,36,2
909,23962,27318,35,1
910,23962,27317,35,0
911,23961,27309,35,0
912,23959,27309,36,0
913,23962,27296,34,1
914,23959,27294,37,0
915,23964,27287,36,1
916,23963,27284,35,2
917,23964,27278,35,1
918,23967,27257,36,0
919,23957,27261,37,2
920,23968,27254,36,1
921,23966,27248,36,0
922,23966,27240,36,0
923,23966,27228,35,0
924,23961,27236,36,0
925,23973,27224,37,0
926,23965,27229,37,0
927,23971,27225,37,0
928,23975,27215,37,1
929,23970,27212,36,0
930,23973,27218,36,1
931,23979,27207,35,2
932,23973,27217,34,3
933,23985,27213,35,1
934,23980,27214,36,0
935,23983,27210,35,0
936,23977,27224,36,0
937,23981,27250,36,0
938,23985,27280,37,0
939,23977,27333,35,0
940,23983,27380,36,0
941,23983,27427,36,1
942,23979,27478,35,0
943,23981,27514,35,1
944,23983,27532,35,1
945,23975,27551,38,0
946,23985,27538,38,1
947,23973,27530,37,1
948,23976,27515,36,1
949,23980,27491,36,2
950,23977,27475,36,2
951,23979,27459,36,0
952,23980,27442,36,0
953,23982,27425,36,0
954,23980,27404,35,1
955,23979,27397,36,0
956,23988,27368,36,0
957,23984,27351,36,2
958,23984,27344,36,3
959,23991,27333,37,1
960,23993,27322,38,1
961,23993,27321,37,1
962,23994,27318,35,0
963,23989,27317,35,0
964,23987,27320,36,0
965,23981,27342,37,0
966,23986,27351,36,0
967,23985,27359,35,0
968,23983,27372,37,0
969,23988,27382,34,0
970,23986,27389,36,0
971,23989,27402,37,3
972,23997,27399,35,0
973,23993,27396,36,0
974,23993,27388,34,0
975,23989,27392,37,0
976,23998,27387,37,0
977,23998,27378,35,0
978,23990,27382,36,1
979,24001,27371,36,2
980,23997,27369,36,0
981,24001,27363,35,2
982,24000,27346,35,0
983,23994,27354,35,0
984,24002,27338,35,2
985,23996,27335,37,1
986,23996,27334,36,1
987,24000,27335,36,0
988,24004,27335,36,0
989,24003,27318,36,1
990,23996,27326,36,0
991,24008,27325,35,0
992,24008,27323,37,1
993,24008,27319,37,0
994,24006,27316,36,0
995,24008,27316,35,0
996,24011,27323,36,0
997,24017,27323,36,1
998,24013,27339,36,0
999,24017,27364,36,0
