PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED Green
PPG Channel: 2
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED Green

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 45303 at 12-31-47.831 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
651,46,58,36,11
652,47,56,39,10
653,47,59,36,13
654,47,58,37,10
655,46,57,36,13
656,46,59,38,11
657,48,58,37,11
658,47,59,38,11
659,46,59,36,11
660,48,57,36,12
661,48,57,37,12
662,45,59,37,13
663,47,57,38,12
664,47,59,37,10
665,47,60,38,10
666,46,58,38,10
667,48,56,38,10
668,48,57,36,13
669,47,57,37,12
670,46,57,37,11
671,47,58,37,12
672,47,58,37,11
673,47,58,39,12
674,48,58,37,11
675,46,58,36,11
676,47,58,36,10
677,48,57,36,12
678,48,57,39,12
679,48,58,37,11
680,47,59,38,12
681,47,58,38,12
682,46,59,37,11
683,46,58,37,13
684,45,59,38,10
685,47,59,39,11
686,47,57,39,10
687,46,56,36,12
688,47,58,36,11
689,47,56,37,10
690,47,58,37,12
691,47,57,38,12
692,47,57,38,11
693,47,58,37,11
694,47,58,38,13
695,48,59,38,11
696,47,57,38,13
697,46,58,38,12
698,46,57,36,12
699,47,58,37,11
700,46,57,38,11
701,46,58,37,10
702,46,57,37,11
703,46,58,37,11
704,48,58,38,10
705,47,58,38,12
706,47,59,38,13
707,47,59,38,14
708,45,59,38,13
709,47,58,38,12
710,47,58,38,10
711,46,58,37,12
712,47,58,36,12
713,47,59,37,11
714,47,57,36,12
715,49,58,36,11
716,47,58,37,11
717,47,57,38,12
718,48,57,38,12
719,47,59,38,12
720,48,58,36,11
721,46,58,37,11
722,48,57,37,11
723,48,58,39,12
724,47,59,37,11
725,48,60,35,12
726,47,58,39,12
727,47,58,38,12
728,45,59,38,12
729,48,58,38,11
730,46,57,37,10
731,48,59,37,9
732,48,57,39,11
733,47,57,38,12
734,46,57,37,13
735,46,58,38,11
736,46,57,38,12
737,47,59,37,12
738,47,58,39,12
739,46,58,37,11
740,48,57,35,11
741,48,58,37,12
742,46,58,39,10
743,47,59,37,10
744,47,58,39,11
745,48,58,38,10
746,49,58,39,12
747,49,58,40,12
748,47,57,36,12
749,47,59,36,11
750,48,58,38,13
751,47,60,38,13
752,48,59,38,12
753,46,58,38,12
754,47,59,37,10
755,46,59,38,13
756,46,57,37,12
757,47,59,37,13
758,48,58,37,12
759,47,59,38,13
760,47,58,37,12
761,47,57,38,12
762,47,57,39,12
763,48,57,38,11
764,47,57,36,13
765,46,57,36,11
766,47,59,36,11
767,48,58,37,10
